name,price,status,shipping,free_returns,items_sold
Shiny 6IV Adamant Flash Fire Ceruledge Pokémon Scarlet/Violet ***READ ME***,583,Brand New,0,True,90
Pokemon Scarlet and Violet 🥇 Paradox Pokemon from Violet 6IV 🥇 Fast Delivery,1899,Brand New,0,False,
Shiny 6IV Sprigatito Fuecoco Quaxly starters bundle Pokémon Scarlet/Violet,1055,Brand New,0,True,56
🥇 Pokémon Scarlet and Violet 🥇 Shiny 6IV New Starter Progression Bundle 6 PCS,1599,Brand New,0,False,
SEALED Minecraft Nintendo Switch and Switch Lite Super Mario Mash-Up New ,2999,Brand New,0,False,114
Pokemon Scarlet/Violet SHINY EGG CHARCADET ✨ ADAMANT 6IV SHINY Hatch Your Own,1499,Brand New,0,False,76
x50 Steam Keys Video Game GLOBAL + BONUS Fast Delivery Region Free Key,699,Brand New,0,False,402
Animal Crossing: New Horizons - Nintendo Switch,,Brand New,0,False,
Shiny 6/6IV Great Tusk POKEMON SCARLET/VIOLET-Brand New-Fast Delivery,499,Brand New,0,False,
Shiny 6/6IV Ceruledge POKEMON SCARLET/VIOLET-Brand New-Fast Delivery,499,Brand New,0,False,
Koraidon 6IV Legendary / Pokemon Scarlet & Violet 🚀Fast Pokémon Trade🚀,999,Brand New,0,False,
The Legend of Zelda: Skyward Sword HD - Nintendo Switch Brand New in Plastic,3299,Brand New,0,False,172
✨Shiny Sprigatito 6IV Starter in Egg✨ Pokemon Scarlet & Violet 🚀Fast Trade🚀,999,Brand New,0,False,52
[NA/America] Genshin Impact Reroll Starter Fresh ACC Primogems Fates AR 10/20/30,238,Brand New,0,True,22
Pokemon Scarlet and Violet ✨ ALL 3 SHINY STARTERS IN EGG FORM ✨ YOUR OT AND ID!,588,Brand New,0,False,240
Nintendo Wii U Games Complete Fun You Pick & Choose Video Games Lot Updated,791,Pre-Owned,0,True,
Shiny 6/6IV Flutter Mane POKEMON SCARLET/VIOLET-Brand New-Fast Delivery,499,Brand New,0,False,
✨Shiny Quaxly Sprigatito Fuecoco 6IV Starter Eggs Pack✨ Pokemon Scarlet & Violet,1999,Brand New,0,False,103
"Mythical Pokémon Marshadow Event Code, Sword/Shield Mystery Gift | READ DESCR!",799,Brand New,0,False,30
Super Mario 3D World + Bowser's Fury - Nintendo Switch,4600,Brand New,0,True,109
🎮 Nintendo Switch Games Lot You Pick EM  mario kart 8 deluxe super smash bros.,3900,Pre-Owned,0,False,
Pokemon Scarlet/Violet KORAIDON Lv.72 ADAMANT 6IV Hypertrained / Masterball,1499,Brand New,0,False,48
MW2 WARZONE 2 | M13 B  GUARANTEED UNLOCK (READ DESC),850,Brand New,0,False,
PlayStation 4 PS4 Video Games You Choose Lots Of Titles Clean Tested & Works ,179,Pre-Owned,495,True,
✨Shiny Palafin 6IV✨ Pokemon Scarlet & Violet 🚀Fast Pokémon Trade🚀,999,Brand New,0,False,
Stray for PlayStation 5 [New Video Game] Playstation 5,3799,Brand New,0,True,117
Nintendo DS - Cooking Mama,605,Pre-Owned,0,True,26
Grand Theft Auto: The Trilogy The Definitive Edition (Xbox One / Xbox Series X),2150,Brand New,0,False,120
Nintendo DS Games Complete Carts Fun You Pick & Choose Video Games Lot Tested,691,Pre-Owned,0,True,
Nintendo 3DS Games Complete Carts Fun You Pick & Choose Video Games Lot,891,Pre-Owned,0,True,
Pokemon Scarlet & Violet✨SHINY LEGENDARY/MYTHICAL SPAWN RAID SESSION *NEW* 👹,4999,Brand New,0,False,
Shiny 6IV Jolly Protean Sprigatito Pokémon Scarlet/Violet ***READ ME***,407,Brand New,0,True,31
Super Mario/Duck Hunt - Nintendo NES Game Authentic,659,Pre-Owned,295,True,416
PlayStation 4 Games - PS4 - Many Titles,300,Pre-Owned,400,False,
✨Shiny Ceruledge 6IV✨ Pokemon Scarlet & Violet 🚀Fast Pokémon Trade🚀,999,Brand New,0,False,40
x10 Steam Keys Video Game GLOBAL + BONUS Fast Delivery Region Free Key,189,Brand New,0,True,251
COD MW2 Modern Warfare Warzone 2.0 Mountain Dew Codes x2XP AND SKIN ALL PLATFORM,699,Brand New,0,False,
Pokemon Scarlet/Violet ✨SHINY CERULEDGE Lv.100 Adamant 6IV w/Masterball TRADE,1499,Brand New,0,False,47
Tetris Nintendo Original Game Boy Game - Tested - Working - Authentic! ,2341,Pre-Owned,0,False,741
Burger King COD MWII Burger Town Operator Skin + 1HR 2XP Instant Delivery 24/7,1000,Brand New,,False,141
Nintendo Switch: Mario + Plus Rabbids Kingdom Battle Gold Edition - Brand New!,3399,Brand New,0,False,
Pokemon Alpha Sapphire Nintendo 3DS - Brand New Free Shipping!,3947,Brand New,0,True,
